segment_id,study_area,failure_mode,district,centroid_lat,centroid_lon,seg_length_m,pre_NDVI,pre_LSWI,pre_NDWI,pre_slope,pre_aspect,pre_TWI,base_NDVI,base_LSWI,base_NDWI,NDVI_anomaly,LSWI_anomaly,NDWI_anomaly,S1_VV,S1_VH,S1_ratio,S1_flood_proxy,rain_1d,rain_3d,rain_7d,rain_30d,rain_1d_anom,rain_30d_anom,canal_type_encoded,label,OT_risk,SP_risk,SL_risk,V_score_physical,cv_group,V_score_ml,V_score_final,alert_tier
Budameru_Krishna_0011,Budameru_Krishna,overtopping,Krishna,16.63494148334994,80.57677453228044,200.0,0.2555782960653422,0.1599527487379019,-0.2226185228406567,2.0710004833252773,186.1850652489125,3.600221688003821,0.2457322313475514,0.1395139435639157,-0.279304244896548,0.0098460647177907,0.0204388051739862,0.0566857220558912,-11.50402505588072,-18.1238127812019,6.619787725321186,0.2048164299984962,96.73,117.15,117.28,240.19,96.73,133.44,1,1,0.6166258639550292,0.4564368193098059,0.4942824999929032,0.5299738573386695,Budameru,0.93973917,0.7348565125144733,RED
Budameru_Krishna_0012,Budameru_Krishna,overtopping,Krishna,16.63420475036161,80.57506231109166,200.0,0.2779863205524147,0.2029111544867184,-0.2338939123779099,1.7663831432437664,155.37927701527167,3.7125904135552057,0.3155756267582155,0.1703242548215498,-0.3504216057110708,-0.0375893062058008,0.0325868996651686,0.1165276933331609,-11.196155962522711,-17.82143506999259,6.6252791074698685,0.2140985437518794,96.73,117.15,117.28,240.53,96.73,133.73000000000002,1,1,0.6347351373593553,0.5127320497854405,0.5214083968391973,0.5637023715784456,Budameru,0.93973917,0.7517207696343613,RED
Budameru_Krishna_0013,Budameru_Krishna,overtopping,Krishna,16.633435993441914,80.57336528647122,200.0,0.2534558634537427,0.1956497739931208,-0.2012739541394606,1.4687862388867412,136.09460765365287,3.9428216557206426,0.3714531159338504,0.2279173906700184,-0.3890346387478706,-0.1179972524801076,-0.0322676166768975,0.18776068460841,-12.4030711553984,-19.041847858227115,6.638776702828734,0.2435613790140694,96.73,117.15,117.28,240.98,96.73,134.14999999999998,1,1,0.6611768714627615,0.4242639042035583,0.57616085492178,0.557003328786795,Budameru,0.93973917,0.7483712482385361,RED
Budameru_Krishna_0014,Budameru_Krishna,overtopping,Krishna,16.63265225494351,80.57167537546711,200.0,0.2861279662493541,0.2123206435411493,-0.2074989422218047,1.678428150224757,147.97646092126254,3.788755273332288,0.330140017496579,0.2217671010597775,-0.3341963766694305,-0.0440120512472249,-0.0094464575186281,0.1266974344476257,-12.430935741033462,-19.47549286719098,7.044557126157518,0.2949984961113737,96.73,117.15,117.28,241.32,96.73,134.49,1,1,0.6588575290175456,0.4521246069666338,0.5321059647240038,0.554813115226341,Budameru,0.93973917,0.7472761414583091,RED
Budameru_Krishna_0015,Budameru_Krishna,overtopping,Krishna,16.631868502950383,80.56998547845443,200.0,0.3175696325150687,0.2183072228054556,-0.2496875592180606,1.8356700831560613,142.03321407851476,3.573366189415705,0.307409536740118,0.1587364492539035,-0.3416440977257969,0.0101600957749506,0.0595707735515521,0.0919565385077362,-11.059825314220364,-17.84973558285545,6.789910268635069,0.1860634961550027,96.73,117.15,117.28,241.71,96.73,134.89,1,1,0.6208727051619024,0.5515616531140142,0.4867674360734065,0.5630875196730176,Budameru,0.93973917,0.7514133436816474,RED
Budameru_Krishna_0016,Budameru_Krishna,overtopping,Krishna,16.631084737464604,80.56829559543368,200.0,0.2911314673289403,0.2195810193615159,-0.2344951956313409,1.71851135814403,144.32885451909132,3.664119132991098,0.2491140242797752,0.1442133927774449,-0.2965203382734325,0.042017443049165,0.0753676265840709,0.0620251426420916,-11.281195711621995,-18.064795040719265,6.78359932909727,0.1942779818287261,96.73,117.15,117.28,242.09,96.73,135.27,1,1,0.6152260156250623,0.5631997164699305,0.48444021156533923,0.5643203599058354,Budameru,0.93973917,0.7520297637980562,RED
Budameru_Krishna_0017,Budameru_Krishna,overtopping,Krishna,16.630300958488238,80.56660572640533,200.0,0.2936995832956324,0.2241642918540562,-0.2328224314226376,1.8509085636961136,121.14812487918032,3.627699747278312,0.2287719659765914,0.1288514976349767,-0.2773167543736201,0.0649276173190409,0.0953127942190795,0.0444943229509825,-11.832075173676964,-18.30972183793821,6.477646664261221,0.243052274386839,96.73,117.15,117.28,242.46,96.73,135.61,1,1,0.6235824715510051,0.5810431813612031,0.4733789938406183,0.5711428505569778,Budameru,0.93973917,0.7554410091236274,RED
Budameru_Krishna_0018,Budameru_Krishna,overtopping,Krishna,16.629517166023337,80.56491587136988,200.0,0.2384528313355804,0.203326432457474,-0.1973715888055521,1.6901769312578556,142.52673305617327,3.717192918497037,0.1806668971664783,0.1028787494766942,-0.2338671221043902,0.0577859341691021,0.1004476829807797,0.0364955332988381,-11.70051492004063,-18.51323258762536,6.81271766758473,0.2361379547309196,96.73,117.15,117.28,242.79,96.73,135.94,1,1,0.6196566379487024,0.5629980338049005,0.4848315684327271,0.5661198591193779,Budameru,0.93973917,0.7529295134048275,RED
Budameru_Krishna_0019,Budameru_Krishna,overtopping,Krishna,16.628746550929716,80.56321965811858,200.0,0.2366028235308681,0.2287699919617502,-0.1949584421410347,2.441614306428226,170.34499758337358,3.435832383771079,0.2077879645496387,0.1063119599715111,-0.2590518424427591,0.0288148589812294,0.1224580319902391,0.0640934003017243,-11.297357956346982,-18.675666598854672,7.378308642507694,0.1969280343716434,96.73,117.15,117.28,243.17,96.73,136.32,1,1,0.6164698736233953,0.6033601093607227,0.4723110182722135,0.5758417422936645,Budameru,0.93973917,0.7577904549919707,RED
Budameru_Krishna_0020,Budameru_Krishna,overtopping,Krishna,16.627996497837152,80.56151351889794,200.0,0.2738116895427717,0.2583574185501489,-0.2181308392965164,2.676547388781431,147.80140232108312,3.2558943857267058,0.2657511474108037,0.1504154514109536,-0.2988573497944941,0.008060542131968,0.1079419671391952,0.0807265104979777,-10.52676046029939,-18.007793207564927,7.481032747265537,0.1816951628146748,96.73,117.15,117.28,243.58,96.73,136.76000000000002,1,1,0.6167774802200827,0.6303142935262886,0.46101257908443327,0.5825741395933424,Budameru,0.93973917,0.7611566536418097,RED
Budameru_Krishna_0021,Budameru_Krishna,overtopping,Krishna,16.627253815746702,80.5598038256801,200.0,0.3038318357400716,0.2402901535641689,-0.237763520323856,2.827442827442828,130.73161533626651,3.184176968279973,0.2484575584434738,0.1438668422992207,-0.293087022276011,0.0553742772965978,0.0964233112649481,0.055323501952155,-11.133430128288278,-17.724543958658753,6.591113830370486,0.2458012971951376,96.73,117.15,117.28,243.86,96.73,137.04000000000002,1,1,0.6271432730904352,0.6089871548941386,0.4365573598954367,0.5731421534229817,Budameru,0.93973917,0.7564406605566294,RED
Budameru_Krishna_0022,Budameru_Krishna,overtopping,Krishna,16.62651111984296,80.55809414590647,200.0,0.2480455198790188,0.1716806459989379,-0.1883126157967903,2.3623398598017884,145.8096688421562,3.452362319701617,0.1843671845984084,0.1132072398407564,-0.2274618111232757,0.0636783352806104,0.0584734061581815,0.0391491953264854,-10.36720752379868,-17.631937878584058,7.2647303547853745,0.187277178815343,96.73,117.15,117.28,244.15,96.73,137.33,1,1,0.6073873614442196,0.5138768201684639,0.45997891367920657,0.5378065600564519,Budameru,0.93973917,0.7387728638733645,RED
Budameru_Krishna_0023,Budameru_Krishna,overtopping,Krishna,16.625768410127932,80.55638447957764,200.0,0.2495209397714276,0.1815011770040152,-0.1944800432613223,1.9942953831278705,162.73449359439212,3.6213041461836624,0.1770780450383037,0.1218458489111066,-0.2197292446286785,0.0724428947331239,0.0596553280929085,0.0252492013673562,-10.665138375649006,-17.62981062412939,6.964672248480384,0.1974229571566626,96.73,117.15,117.28,244.5,96.73,137.67000000000002,1,1,0.6064447298488567,0.5242120490644739,0.4721420589547571,0.5440876238507978,Budameru,0.93973917,0.7419133957705375,RED
