segment_id,study_area,failure_mode,district,centroid_lat,centroid_lon,seg_length_m,pre_NDVI,pre_LSWI,pre_NDWI,pre_slope,pre_aspect,pre_TWI,base_NDVI,base_LSWI,base_NDWI,NDVI_anomaly,LSWI_anomaly,NDWI_anomaly,S1_VV,S1_VH,S1_ratio,S1_flood_proxy,rain_1d,rain_3d,rain_7d,rain_30d,rain_1d_anom,rain_30d_anom,canal_type_encoded,label
Budameru_Krishna_0028,Budameru_Krishna,overtopping,Krishna,16.619576866231913,80.5498393283888,200.0,0.3491575330755296,0.2629359582704586,-0.283533995587284,2.5575918762088974,185.61460348162478,3.1996962203939723,0.32946479174489673,0.20811973992618105,-0.32991801089059003,0.019692741330632868,0.05481621834427758,0.04638401530330605,-10.3150108575259,-17.17769233395226,6.86268147642635,0.17862513426423202,143.64,169.95,170.31,246.37,143.64,139.35000000000002,1,1
Budameru_Krishna_0029,Budameru_Krishna,overtopping,Krishna,16.617926283860292,80.5494614539526,200.0,0.4099227069556174,0.2796863447221845,-0.34030975375429817,2.824749746119251,165.7974756999855,3.1311094292317674,0.3944867331986235,0.24232596059175096,-0.3715440269589332,0.015435973756993904,0.03736038413043355,0.03123427320463501,-10.10925502119597,-16.682985704980016,6.5737306837840475,0.17195454643094954,143.64,169.95,170.31,246.6,143.64,139.53,1,1
Budameru_Krishna_0030,Budameru_Krishna,overtopping,Krishna,16.61613246249985,80.54969521687045,200.0,0.38188745667635837,0.2600312525755445,-0.3308027466567436,2.0761384511263663,125.65894808082764,3.5572273194905377,0.29240869151997234,0.25569609233637836,-0.28483589423322286,0.08947876515638603,0.004335160239166136,-0.04596685242352072,-9.878352994057533,-16.291017954092062,6.412664960034532,0.13665356613620255,143.64,169.95,170.31,246.76,143.64,139.60999999999999,1,1
Budameru_Krishna_0031,Budameru_Krishna,overtopping,Krishna,16.61433864046187,80.54992897501513,200.0,0.33691732680143366,0.2581391123556192,-0.28805914014075246,2.0819640440750047,127.90421418905855,3.5775346736138847,0.2888684531115751,0.25051598073989345,-0.3030600064237844,0.04804887368985855,0.007623131615725753,0.015000866283031933,-10.918485160519356,-17.268754614724738,6.350269454205381,0.22045620516345205,143.64,169.95,170.31,246.97,143.64,139.7,1,1
Budameru_Krishna_0032,Budameru_Krishna,overtopping,Krishna,16.612544817746496,80.55016272838748,200.0,0.3507674076931275,0.23913428778549672,-0.2914596513790829,1.96080610864102,144.1568722211482,3.548478468344947,0.30583971157660966,0.21166207628890013,-0.32193198096874354,0.04492769611651781,0.027472211496596594,0.03047232958966062,-11.24532713367114,-17.37359779250619,6.128270658835033,0.25612165993642066,143.64,169.95,170.31,247.25,143.64,139.81,1,1
Budameru_Krishna_0033,Budameru_Krishna,overtopping,Krishna,16.61075099435384,80.55039647698824,200.0,0.2765888741363573,0.1964786122401608,-0.23330889229734947,2.281837968561064,152.8287787182588,3.333786543050017,0.2905468264299807,0.17654996371059803,-0.31917447690699036,-0.013957952293623399,0.019928648529562776,0.08586558460964089,-10.699405956091992,-17.767211670876417,7.067805714784429,0.18485499462943072,143.64,169.95,170.31,247.46,143.64,139.91000000000003,1,1
Budameru_Krishna_0034,Budameru_Krishna,overtopping,Krishna,16.608967651223814,80.55035814413327,200.0,0.22771069940443722,0.1600604969204396,-0.16755283610191704,2.058934442080835,181.8997776058789,3.4050846786815843,0.4731537159871137,0.22320999108723308,-0.4625259239525411,-0.24544301658267648,-0.06314949416679347,0.29497308785062404,-10.585498612564546,-17.64957434524824,7.064075732683702,0.14827541772260638,143.64,169.95,170.31,247.68,143.64,140.05,1,1
Budameru_Krishna_0035,Budameru_Krishna,overtopping,Krishna,16.60733784174535,80.54969800067101,200.0,0.1829871469076428,0.14667063787846946,-0.12776355426592523,1.6135924207269912,117.00507540603245,3.824058999759453,0.5429386487352461,0.2454749529045881,-0.5150747200652611,-0.35995150182760327,-0.09880431502611864,0.3873111657993359,-11.202869334200717,-18.208038223698722,7.005168889498004,0.18624734162531423,143.64,169.95,170.31,247.9,143.64,140.23000000000002,1,1
Budameru_Krishna_0036,Budameru_Krishna,overtopping,Krishna,16.60619232926877,80.54836700703255,200.0,0.19543488020947675,0.18122986981295378,-0.145191190367767,1.8183663605606568,171.37994200096662,3.6754174072610017,0.5554210428736279,0.2593756276756476,-0.514441160990649,-0.3599861626641512,-0.07814575786269382,0.36924997062288195,-9.704738427720992,-16.138817003944993,6.434078576223996,0.0973964598728304,143.64,169.95,170.31,248.18,143.64,140.53,1,1
Budameru_Krishna_0037,Budameru_Krishna,overtopping,Krishna,16.605434309104712,80.54668867154622,200.0,0.2236294415314024,0.21033876543540703,-0.17631763318073318,1.9558133913463864,152.2289098380469,3.600540881857824,0.47350518465401514,0.2695565826665099,-0.4410075447825647,-0.24987574312261274,-0.059217817231102865,0.26468991160183153,-9.476427134868867,-15.357810805855788,5.881383670986926,0.14685089283795694,143.64,169.95,170.31,248.53,143.64,140.89,1,1
